# Keep/remove decisions for the :Docs Books pass (read by Resources/tools/books_inventory.py).
# <slug or WEB_BOOKS key><TAB>keep|remove<TAB>optional note. Chapter books by slug, web books by key.
elements-of-programming	remove	2026-09-22 pass, chunk 3 (C / C++ modules dropped)
api-design-for-cpp	remove	2026-09-22 pass, chunk 3 (C / C++ modules dropped)
professional-cmake	remove	2026-09-22 pass, chunk 3 (C / C++ modules dropped)
rust-under-the-hood	remove	2026-09-22 pass, chunk 4
command-line-rust	remove	2026-09-22 pass, chunk 4
programming-rust-2e	remove	2026-09-22 pass, chunk 4
rust-in-action	remove	2026-09-22 pass, chunk 4
rust-for-rustaceans	remove	2026-09-22 pass, chunk 4
rust/book	remove	2026-09-22 pass, chunk 4
rust/nomicon	remove	2026-09-22 pass, chunk 4
zero-to-production-in-rust	remove	2026-09-22 pass, chunk 4
modern-x86-assembly-language-programming	remove	2026-09-22 pass, chunk 4
the-art-of-arm-assembly-volume-1	remove	2026-09-22 pass, chunk 4
disarming-code	remove	2026-09-22 pass, chunk 4
blue-fox-arm-assembly-internals	remove	2026-09-22 pass, chunk 4
professional-assembly-language	remove	2026-09-22 pass, chunk 4
rust/rust-by-example	keep	
rust/too-many-lists	keep	
tcp-ip-illustrated-vol-1	remove	2026-09-22 pass, chunk 5
distributed-systems	remove	2026-09-22 pass, chunk 5
operating-systems-design-and-implementation	remove	2026-09-22 pass, chunk 5
the-design-and-implementation-of-the-freebsd-operating-system	remove	2026-09-22 pass, chunk 5
an-introduction-to-computer-networks	remove	2026-09-22 pass, chunk 5
operating-systems-three-easy-pieces	remove	2026-09-22 pass, chunk 5
xv6-x86	remove	2026-09-22 pass, chunk 5
advanced-programming-in-the-unix-environment	remove	2026-09-22 pass, chunk 5
system-programming-in-linux	remove	2026-09-22 pass, chunk 5
unix-network-programming	remove	2026-09-22 pass, chunk 5
programming-with-posix-threads	remove	2026-09-22 pass, chunk 5
the-little-book-of-semaphores	remove	2026-09-22 pass, chunk 5
is-parallel-programming-hard	remove	2026-09-22 pass, chunk 5
writing-a-bootloader-from-scratch-cmu-15-410	keep	
linkers-and-loaders	remove	2026-09-22 pass, chunk 6
program-analysis-cmu	remove	2026-09-22 pass, chunk 6
static-program-analysis	remove	2026-09-22 pass, chunk 6
how-to-write-shared-libraries	remove	2026-09-22 pass, chunk 6
crafting-interpreters	remove	2026-09-22 pass, chunk 6
writing-a-c-compiler	remove	2026-09-22 pass, chunk 6
ssa-based-compiler-design	remove	2026-09-22 pass, chunk 6
talking-compilers-with-chatgpt	remove	2026-09-22 pass, chunk 6
introduction-to-static-analysis	remove	2026-09-22 pass, chunk 6
modern-compiler-implementation-in-c	remove	2026-09-22 pass, chunk 6
essentials-of-compilation	remove	2026-09-22 pass, chunk 6
engineering-a-compiler	remove	2026-09-22 pass, chunk 6
sat-smt-by-example	keep	
database-internals	remove	2026-09-22 pass, chunk 7
designing-data-intensive-applications-2e	remove	2026-09-22 pass, chunk 7
bpf-performance-tools	remove	2026-09-22 pass, chunk 7
systems-performance	remove	2026-09-22 pass, chunk 7
performance-analysis-and-tuning-on-modern-cpus	remove	2026-09-22 pass, chunk 7
learning-ebpf	remove	2026-09-22 pass, chunk 7
the-linux-programming-interface	remove	2026-09-22 pass, chunk 7
ebpf-developer-tutorial	remove	2026-09-22 pass, chunk 7
linux-device-driver-development-madieu	remove	2026-09-22 pass, chunk 7
linux-device-drivers-3rd-edition	remove	2026-09-22 pass, chunk 7
the-linux-memory-manager	remove	2026-09-22 pass, chunk 7
bootlin-embedded-linux-bbb-labs	remove	2026-09-22 pass, chunk 7
bootlin-linux-kernel-slides	remove	2026-09-22 pass, chunk 7
bootlin-embedded-linux-qemu-labs	remove	2026-09-22 pass, chunk 7
unix-and-linux-system-administration-handbook	remove	2026-09-22 pass, chunk 7
linux-kernel-debugging	remove	2026-09-22 pass, chunk 7
linux-kernel-programming	remove	2026-09-22 pass, chunk 7
linux-kernel-programming-part-2	remove	2026-09-22 pass, chunk 7
